NV10002	GO:0004890
NV10002	GO:0005230
NV10002	GO:0005886
NV10002	GO:0016021
NV10002	GO:0030054
NV10002	GO:0045202
NV10003	GO:0005524
NV10003	GO:0006457
NV10003	GO:0006950
NV10006	GO:0004550
NV10006	GO:0006183
NV10006	GO:0006228
NV10006	GO:0006241
NV10006	GO:0015293
NV10006	GO:0016021
NV10007	GO:0030488
NV10007	GO:0031515
NV10012	GO:0097027
NV10012	GO:1904668
NV10014	GO:0016021
NV10015	GO:0016491
NV10016	GO:0016021
NV10017	GO:0016021
NV10018	GO:0004359
NV10018	GO:0006541
NV10020	GO:0005615
NV10020	GO:0019239
NV10022	GO:0005615
NV10022	GO:0019239
NV10023	GO:0005615
NV10023	GO:0019239
NV10026	GO:0001104
NV10026	GO:0016592
NV10027	GO:0016021
NV10027	GO:0016758
NV10028	GO:0017150
NV10028	GO:0050660
NV10029	GO:0016021
NV10029	GO:0016758
NV10031	GO:0046872
NV10032	GO:0001522
NV10032	GO:0003723
NV10032	GO:0008033
NV10032	GO:0009982
NV10033	GO:0005524
NV10033	GO:0016021
NV10033	GO:0016887
NV10034	GO:0005524
NV10034	GO:0016021
NV10034	GO:0016887
NV10035	GO:0006807
NV10035	GO:0016021
NV10035	GO:0016811
NV10037	GO:0005509
NV10037	GO:0005886
NV10037	GO:0007156
NV10037	GO:0016021
NV10038	GO:0032040
NV10039	GO:0000139
NV10039	GO:0006486
NV10039	GO:0016021
NV10039	GO:0016757
NV10039	GO:0030246
NV10040	GO:0005524
NV10040	GO:0005737
NV10040	GO:0006457
NV10042	GO:0003824
NV10042	GO:0009058
NV10042	GO:0030170
NV10043	GO:0006807
NV10043	GO:0016811
NV10044	GO:0005737
NV10044	GO:0006730
NV10044	GO:0009058
NV10044	GO:0009258
NV10044	GO:0016155
NV10044	GO:0016620
NV10044	GO:0016742
NV10046	GO:0005634
NV10046	GO:0006351
NV10046	GO:0006355
NV10046	GO:0032041
NV10047	GO:0000166
NV10047	GO:0009166
NV10047	GO:0016787
NV10048	GO:0000166
NV10048	GO:0009166
NV10048	GO:0016787
NV10049	GO:0016021
NV10050	GO:0003676
NV10050	GO:0004527
NV10051	GO:0031514
NV10051	GO:0048870
NV10052	GO:0005622
NV10052	GO:0006886
NV10053	GO:0003677
NV10053	GO:0003887
NV10053	GO:0006351
NV10055	GO:0005634
NV10058	GO:0016021
NV10058	GO:0055085
NV10059	GO:0016491
NV10060	GO:0016021
NV10060	GO:0055085
NV10061	GO:0003676
NV10061	GO:0046872
NV10062	GO:0016021
NV10062	GO:0046873
NV10064	GO:0019867
NV10065	GO:0004828
